sample_id,sample_category,analyte,spectrum_state,wavelength_nm,intensity_abs
Blank 2,blank,Scytonemin,blank,226.9,3441.0
Blank 2,blank,Scytonemin,blank,227.9,3330.0
Blank 2,blank,Scytonemin,blank,228.9,3208.0
Blank 2,blank,Scytonemin,blank,229.9,3062.0
Blank 2,blank,Scytonemin,blank,230.9,2959.0
Blank 2,blank,Scytonemin,blank,231.9,2854.0
Blank 2,blank,Scytonemin,blank,232.9,2741.0
Blank 2,blank,Scytonemin,blank,233.9,2649.0
Blank 2,blank,Scytonemin,blank,234.9,2558.0
Blank 2,blank,Scytonemin,blank,235.9,2482.0
Blank 2,blank,Scytonemin,blank,236.9,2413.0
Blank 2,blank,Scytonemin,blank,237.9,2343.0
Blank 2,blank,Scytonemin,blank,238.9,2270.0
Blank 2,blank,Scytonemin,blank,239.9,2203.0
Blank 2,blank,Scytonemin,blank,240.9,2140.0
Blank 2,blank,Scytonemin,blank,241.9,2083.0
Blank 2,blank,Scytonemin,blank,242.9,2039.0
Blank 2,blank,Scytonemin,blank,243.9,1989.0
Blank 2,blank,Scytonemin,blank,244.9,1938.0
Blank 2,blank,Scytonemin,blank,245.9,1881.0
Blank 2,blank,Scytonemin,blank,246.9,1834.0
Blank 2,blank,Scytonemin,blank,247.9,1780.0
Blank 2,blank,Scytonemin,blank,248.9,1754.0
Blank 2,blank,Scytonemin,blank,249.9,1725.0
Blank 2,blank,Scytonemin,blank,250.9,1688.0
Blank 2,blank,Scytonemin,blank,251.9,1663.0
Blank 2,blank,Scytonemin,blank,252.9,1632.0
Blank 2,blank,Scytonemin,blank,253.9,1598.0
Blank 2,blank,Scytonemin,blank,254.9,1588.0
Blank 2,blank,Scytonemin,blank,255.9,1524.0
Blank 2,blank,Scytonemin,blank,256.9,1478.0
Blank 2,blank,Scytonemin,blank,257.9,1450.0
Blank 2,blank,Scytonemin,blank,258.9,1424.0
Blank 2,blank,Scytonemin,blank,259.9,1388.0
Blank 2,blank,Scytonemin,blank,260.9,1354.0
Blank 2,blank,Scytonemin,blank,261.9,1354.0
Blank 2,blank,Scytonemin,blank,262.9,1326.0
Blank 2,blank,Scytonemin,blank,263.9,1318.0
Blank 2,blank,Scytonemin,blank,264.9,1311.0
Blank 2,blank,Scytonemin,blank,265.9,1290.0
Blank 2,blank,Scytonemin,blank,266.9,1270.0
Blank 2,blank,Scytonemin,blank,267.9,1252.0
Blank 2,blank,Scytonemin,blank,268.9,1266.0
Blank 2,blank,Scytonemin,blank,269.9,1260.0
Blank 2,blank,Scytonemin,blank,270.9,1260.0
Blank 2,blank,Scytonemin,blank,271.9,1264.0
Blank 2,blank,Scytonemin,blank,272.9,1260.0
Blank 2,blank,Scytonemin,blank,273.9,1281.0
Blank 2,blank,Scytonemin,blank,274.9,1289.0
Blank 2,blank,Scytonemin,blank,275.9,1304.0
Blank 2,blank,Scytonemin,blank,276.9,1333.0
Blank 2,blank,Scytonemin,blank,277.9,1363.0
Blank 2,blank,Scytonemin,blank,278.9,1369.0
Blank 2,blank,Scytonemin,blank,279.9,1373.0
Blank 2,blank,Scytonemin,blank,280.9,1372.0
Blank 2,blank,Scytonemin,blank,281.9,1352.0
Blank 2,blank,Scytonemin,blank,282.9,1331.0
Blank 2,blank,Scytonemin,blank,283.9,1319.0
Blank 2,blank,Scytonemin,blank,284.9,1284.0
Blank 2,blank,Scytonemin,blank,285.9,1246.0
Blank 2,blank,Scytonemin,blank,286.9,1245.0
Blank 2,blank,Scytonemin,blank,287.9,1230.0
Blank 2,blank,Scytonemin,blank,288.9,1186.0
Blank 2,blank,Scytonemin,blank,289.9,1163.0
Blank 2,blank,Scytonemin,blank,290.9,1153.0
Blank 2,blank,Scytonemin,blank,291.9,1116.0
Blank 2,blank,Scytonemin,blank,292.9,1112.0
Blank 2,blank,Scytonemin,blank,293.9,1066.0
Blank 2,blank,Scytonemin,blank,294.9,1023.0
Blank 2,blank,Scytonemin,blank,295.9,1021.0
Blank 2,blank,Scytonemin,blank,296.9,988.0
Blank 2,blank,Scytonemin,blank,297.9,954.0
Blank 2,blank,Scytonemin,blank,298.9,938.0
Blank 2,blank,Scytonemin,blank,299.9,889.0
Blank 2,blank,Scytonemin,blank,300.9,859.0
Blank 2,blank,Scytonemin,blank,301.9,861.0
Blank 2,blank,Scytonemin,blank,302.9,840.0
Blank 2,blank,Scytonemin,blank,303.9,811.0
Blank 2,blank,Scytonemin,blank,304.9,793.0
Blank 2,blank,Scytonemin,blank,305.9,753.0
Blank 2,blank,Scytonemin,blank,306.9,734.0
Blank 2,blank,Scytonemin,blank,307.9,708.0
Blank 2,blank,Scytonemin,blank,308.9,682.0
Blank 2,blank,Scytonemin,blank,309.9,659.0
Blank 2,blank,Scytonemin,blank,310.9,646.0
Blank 2,blank,Scytonemin,blank,311.9,640.0
Blank 2,blank,Scytonemin,blank,312.9,613.0
Blank 2,blank,Scytonemin,blank,313.9,603.0
Blank 2,blank,Scytonemin,blank,314.9,601.0
Blank 2,blank,Scytonemin,blank,315.9,600.0
Blank 2,blank,Scytonemin,blank,316.9,587.0
Blank 2,blank,Scytonemin,blank,317.9,580.0
Blank 2,blank,Scytonemin,blank,318.9,566.0
Blank 2,blank,Scytonemin,blank,319.9,552.0
Blank 2,blank,Scytonemin,blank,320.9,559.0
Blank 2,blank,Scytonemin,blank,321.9,557.0
Blank 2,blank,Scytonemin,blank,322.9,564.0
Blank 2,blank,Scytonemin,blank,323.9,517.0
Blank 2,blank,Scytonemin,blank,324.9,505.0
Blank 2,blank,Scytonemin,blank,325.9,497.0
Blank 2,blank,Scytonemin,blank,326.9,507.0
Blank 2,blank,Scytonemin,blank,327.9,504.0
Blank 2,blank,Scytonemin,blank,328.9,468.0
Blank 2,blank,Scytonemin,blank,329.9,453.0
Blank 2,blank,Scytonemin,blank,330.9,481.0
Blank 2,blank,Scytonemin,blank,331.9,485.0
Blank 2,blank,Scytonemin,blank,332.9,467.0
Blank 2,blank,Scytonemin,blank,333.9,433.0
Blank 2,blank,Scytonemin,blank,334.9,417.0
Blank 2,blank,Scytonemin,blank,335.9,418.0
Blank 2,blank,Scytonemin,blank,336.9,414.0
Blank 2,blank,Scytonemin,blank,337.9,402.0
Blank 2,blank,Scytonemin,blank,338.9,380.0
Blank 2,blank,Scytonemin,blank,339.9,404.0
Blank 2,blank,Scytonemin,blank,340.9,390.0
Blank 2,blank,Scytonemin,blank,341.9,396.0
Blank 2,blank,Scytonemin,blank,342.9,395.0
Blank 2,blank,Scytonemin,blank,343.9,391.0
Blank 2,blank,Scytonemin,blank,344.9,364.0
Blank 2,blank,Scytonemin,blank,345.9,373.0
Blank 2,blank,Scytonemin,blank,346.9,403.0
Blank 2,blank,Scytonemin,blank,347.9,416.0
Blank 2,blank,Scytonemin,blank,348.9,407.0
Blank 2,blank,Scytonemin,blank,349.9,415.0
Blank 2,blank,Scytonemin,blank,350.9,403.0
Blank 2,blank,Scytonemin,blank,351.9,405.0
Blank 2,blank,Scytonemin,blank,352.9,431.0
Blank 2,blank,Scytonemin,blank,353.9,437.0
Blank 2,blank,Scytonemin,blank,354.9,415.0
Blank 2,blank,Scytonemin,blank,355.9,419.0
Blank 2,blank,Scytonemin,blank,356.9,423.0
Blank 2,blank,Scytonemin,blank,357.9,436.0
Blank 2,blank,Scytonemin,blank,358.9,451.0
Blank 2,blank,Scytonemin,blank,359.9,434.0
Blank 2,blank,Scytonemin,blank,360.9,428.0
Blank 2,blank,Scytonemin,blank,361.9,428.0
Blank 2,blank,Scytonemin,blank,362.9,437.0
Blank 2,blank,Scytonemin,blank,363.9,422.0
Blank 2,blank,Scytonemin,blank,364.9,400.0
Blank 2,blank,Scytonemin,blank,365.9,393.0
Blank 2,blank,Scytonemin,blank,366.9,375.0
Blank 2,blank,Scytonemin,blank,367.9,361.0
Blank 2,blank,Scytonemin,blank,368.9,341.0
Blank 2,blank,Scytonemin,blank,369.9,352.0
Blank 2,blank,Scytonemin,blank,370.9,357.0
Blank 2,blank,Scytonemin,blank,371.9,388.0
Blank 2,blank,Scytonemin,blank,372.9,383.0
Blank 2,blank,Scytonemin,blank,373.9,400.0
Blank 2,blank,Scytonemin,blank,374.9,400.0
Blank 2,blank,Scytonemin,blank,375.9,411.0
Blank 2,blank,Scytonemin,blank,376.9,404.0
Blank 2,blank,Scytonemin,blank,377.9,400.0
Blank 2,blank,Scytonemin,blank,378.9,406.0
Blank 2,blank,Scytonemin,blank,379.9,416.0
Blank 2,blank,Scytonemin,blank,380.9,408.0
Blank 2,blank,Scytonemin,blank,381.9,406.0
Blank 2,blank,Scytonemin,blank,382.9,395.0
Blank 2,blank,Scytonemin,blank,383.9,409.0
Blank 2,blank,Scytonemin,blank,384.9,414.0
Blank 2,blank,Scytonemin,blank,385.9,414.0
Blank 2,blank,Scytonemin,blank,386.9,415.0
Blank 2,blank,Scytonemin,blank,387.9,423.0
Blank 2,blank,Scytonemin,blank,388.9,423.0
Blank 2,blank,Scytonemin,blank,389.9,416.0
Blank 2,blank,Scytonemin,blank,390.9,444.0
Blank 2,blank,Scytonemin,blank,391.9,462.0
Blank 2,blank,Scytonemin,blank,392.9,444.0
